id,neo_reference_id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,estimated_diameter_min_m,estimated_diameter_max_m,estimated_diameter_min_miles,estimated_diameter_max_miles,estimated_diameter_min_ft,estimated_diameter_max_ft,is_potentially_hazardous_asteroid,close_approach_date,close_approach_date_full,epoch_date_close_approach,relative_velocity_kps,relative_velocity_kph,relative_velocity_mph,miss_distance_au,miss_distance_lunar,miss_distance_km,miss_distance_miles,orbiting_body
3428698,3428698,(2008 TD),25.4,0.022108281,0.0494356193,22.1082810359,49.435619262,0.0137374447,0.0307178602,72.5337327539,162.1903570994,False,2025-10-04,2025-Oct-04 03:35,1759548900000,14.1369290299,50892.9445076648,31622.8965469987,0.1622238161,63.1050644629,24268337.351831708,15079645.577971276,Earth
